code,name,zcode
022-029,БАЛТАЧЕВСКИМ РОВД РЕСП. БАШКОРТОСТАН,02229
022-031,БЕЛОКАТАЙСКИМ РОВД РЕСП. БАШКОРТОСТАН,02231
022-033,БИЖБУЛЯКСИМ РОВД РЕСП. БАШКОРТОСТАН,02233
022-033,БИЖБУЛЯКСКИМ РОВД РЕСП. БАШКОРТОСТАН,02233
022-034,БЛАГОВАРСКИМ РОВД РЕСП. БАШКОРТОСТАН,02234
022-035,БЛАГОВЕЩЕНСКИМ ГРОВД РЕСП. БАШКОРТОСТАН,02235
022-035,ОВД Г. БЛАГОВЕЩЕНСКА И БЛАГОВЕЩЕНСКОГО РАЙОНА РЕСП. БАШКОРТОСТАН,02235
022-036,БУЗДЯКСКИМ РОВД РЕСП. БАШКОРТОСТАН,02236
022-037,БУРАЕВСКИМ РОВД РЕСП. БАШКОРТОСТАН,02237
022-037,БУРАЕВСКИМ РОВД,02237
022-038,БУРЗЯНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02238
022-039,ГАФУРИЙСКИМ РОВД РЕСП. БАШКОРТОСТАН,02239
022-040,ДАВЛЕКАНОВСКИМ ГРОВД РЕСП. БАШКОРТОСТАН,02240
022-040,ДАВЛЕКАНОВСКИМ ГРОВД,02240
022-040,ОВД Г. ДАВЛЕКАНОВО И ДАВЛЕКАНОВСКОГО РАЙОНА РЕСП. БАШКОРТОСТАН,02240
022-041,ДУВАНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02241
022-042,ДЮРТЮЛИНСКИМ ГОРОДСКИМ ОВД РЕСП. БАШКОРТОСТАН,02242
022-042,ДЮРТЮЛИНСКИМ ГРОВД РЕСП. БАШКОРТОСТАН,02242
022-042,ОВД Г. ДЮРТЮЛИ РЕСП. БАШКОРТОСТАН,02242
022-043,ЕРМЕКЕЕВСКИМ РОВД РЕСП. БАШКОРТОСТАН,02243
022-044,ЗИАНЧУРИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02244
022-045,ЗИЛАИРСКИМ РОВД РЕСП. БАШКОРТОСТАН,02245
022-046,ИГЛИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02246
022-047,ИЛИШЕВСКИМ РОВД РЕСП. БАШКОРТОСТАН,02247
022-048,КАЛТАСИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02248
022-048,ОВД КАЛТАСИНСКОГО РАЙОНА РЕСП. БАШКОРТОСТАН,02248
022-049,КАРАИДЕЛЬСКИМ РОВД РЕСП. БАШКОРТОСТАН,02249
022-050,КАРМАСКАЛИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02250
022-051,КИГИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02251
022-052,КРАСНОКАМСКИМ РОВД РЕСП. БАШКОРТОСТАН,02252
022-052,ОВД КРАСНОКАМСКОГО РАЙОНА РЕСП. БАШКОРТОСТАН,02252
022-053,КУГАРЧИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02253
022-054,КУШНАРЕНКОВСКИМ РОВД РЕСП. БАШКОРТОСТАН,02254
022-054,КУШНАРЕНКОВСКИМ РОВД,02254
022-055,МЕЛЕУЗОВСКИМ ГРОВД РЕСП. БАШКОРТОСТАН,02255
022-055,ОВД Г. МЕЛЕУЗА И МЕЛЕУЗОВСКОГО РАЙОНА РЕСП. БАШКОРТОСТАН,02255
022-056,МЕЧЕТЛИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02256
022-057,МИШКИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02257
022-058,МИЯКИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02258
022-059,НУРИМАНОВСКИМ РОВД РЕСП. БАШКОРТОСТАН,02259
022-060,САЛАВАТСКИМ РОВД РЕСП. БАШКОРТОСТАН,02260
022-061,СТЕРЛИБАШЕВСКИМ РОВД РЕСП. БАШКОРТОСТАН,02261
022-062,СТЕРЛИТАМАКСКИМ РОВД РЕСП. БАШКОРТОСТАН,02262
022-063,ТАТЫШЛИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02263
022-064,УФИМСКИМ РОВД РЕСП. БАШКОРТОСТАН,02264
022-065,КУЮРГАЗИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02265
022-066,ФЕДОРОВСКИМ РОВД РЕСП. БАШКОРТОСТАН,02266
022-067,ХАЙБУЛЛИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02267
022-068,ЧЕКМАГУШЕВСКИМ РОВД РЕСП. БАШКОРТОСТАН,02268
022-069,ЧИШМИНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02269
022-070,ОВД ШАРАНСКОГО РАЙОНА РЕСП. БАШКОРТОСТАН,02270
022-070,ШАРАНСКИМ РОВД РЕСП. БАШКОРТОСТАН,02270
022-071,ОВД Г. ЯНАУЛА РЕСП. БАШКОРТОСТАН,02271
022-071,ЯНАУЛЬСКИМ ГОРОДСКОЕ ОВД РЕСП. БАШКОРТОСТАН,02271
022-071,ЯНАУЛЬСКИМ ГРОВД РЕСП. БАШКОРТОСТАН,02271
022-072,ОВД Г. МЕЖГОРЬЯ РЕСП. БАШКОРТОСТАН,02272
022-073,1 ОМ ОВД Г. МЕЖГОРЬЕ РЕСП. БАШКОРТОСТАН,02273
022-073,АГИДЕЛЬСКИМ ГОРОДСКИМ ОВД РЕСП. БАШКОРТОСТАН,02273
022-073,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. БАШКОРТОСТАН В Г. АГИДЕЛЬ,02273
022-074,ОВД Г. МЕЖГОРЬЕ РЕСП. БАШКОРТОСТАН,02274
022-074,ОВД ЗАТО Г. МЕЖГОРЬЕ РЕСП. БАШКОРТОСТАН,02274
023-002,ОТДЕЛОМ МИЛИЦИИ ПОС. ПРИЮТОВО БЕЛЕБЕЕВСКОГО ГРОВД РЕСП. БАШКОРТОСТАН,02302
023-013,АГИДЕЛЬСКИМ ГОВД РЕСП. БАШКОРТОСТАН,02313
030-000,ООВРП И РИГ УФМС РОССИИ ПО РБ,03000
030-001,МВД ПО РЕСП. БУРЯТИЯ,03001
030-001,УФМС РОССИИ ПО РЕСП. БУРЯТИЯ,03001
030-002,МВД ПО РЕСП. БУРЯТИЯ,03002
030-002,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ЖЕЛЕЗНОДОРОЖНОМ РАЙОНЕ Г. УЛАН-УДЭ,03002
030-003,МВД ПО РЕСП. БУРЯТИЯ,03003
030-003,МП В ПОС. ЗАГОРСК ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ЖЕЛЕЗНОДОРОЖНОМ РАЙОНЕ Г. УЛАН-УДЭ,03003
030-003,ТП ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ЖЕЛЕЗНОДОРОЖНОМ РАЙОНЕ Г. УЛАН-УДЭ,03003
030-004,МВД ПО РЕСП. БУРЯТИЯ,03004
030-004,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ОКТЯБРЬСКОМ РАЙОНЕ Г. УЛАН-УДЭ,03004
030-005,МВД ПО РЕСП. БУРЯТИЯ,03005
030-005,МП В ПОС. НИКОЛЬСКИЙ ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ОКТЯБРЬСКОМ РАЙОНЕ Г. УЛАН-УДЭ,03005
030-005,ТП № 1 ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ОКТЯБРЬСКОМ РАЙОНЕ Г. УЛАН-УДЭ,03005
030-006,МВД ПО РЕСП. БУРЯТИЯ,03006
030-006,ТП № 2 ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ОКТЯБРЬСКОМ РАЙОНЕ Г. УЛАН-УДЭ,03006
030-007,МВД ПО РЕСП. БУРЯТИЯ,03007
030-007,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В СОВЕТСКОМ РАЙОНЕ Г. УЛАН-УДЭ,03007
030-008,МВД ПО РЕСП. БУРЯТИЯ,03008
030-008,ТП В ПОС. ЗАРЕЧНЫЙ ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В СОВЕТСКОМ РАЙОНЕ Г. УЛАН-УДЭ,03008
030-009,МВД ПО РЕСП. БУРЯТИЯ,03009
030-009,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В БАГУЗИНСКОМ РАЙОНЕ,03009
030-009,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В БАРГУЗИНСКОМ РАЙОНЕ,03009
030-010,МВД ПО РЕСП. БУРЯТИЯ,03010
030-010,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ПОС. УСТЬ-БАРГУЗИН,03010
030-011,МВД ПО РЕСП. БУРЯТИЯ,03011
030-011,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В БАУНТОВСКОМ РАЙОНЕ,03011
030-012,МВД ПО РЕСП. БУРЯТИЯ,03012
030-012,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В БИЧУРСКОМ РАЙОНЕ,03012
030-013,МВД ПО РЕСП. БУРЯТИЯ,03013
030-013,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ДЖИДИНСКОМ РАЙОНЕ,03013
030-014,МВД ПО РЕСП. БУРЯТИЯ,03014
030-014,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ПОС. ДЖИДА,03014
030-015,МВД ПО РЕСП. БУРЯТИЯ,03015
030-015,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ЕРАВНИНСКОМ РАЙОНЕ,03015
030-016,МВД ПО РЕСП. БУРЯТИЯ,03016
030-016,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ЗАИГРАЕВСКОМ РАЙОНЕ,03016
030-017,МВД ПО РЕСП. БУРЯТИЯ,03017
030-017,ТП В ПОС. ОНОХОЙ ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ЗАИГРАЕВСКОМ РАЙОНЕ,03017
030-018,МВД ПО РЕСП. БУРЯТИЯ,03018
030-018,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ЗАКАМЕНСКОМ РАЙОНЕ,03018
030-019,МВД ПО РЕСП. БУРЯТИЯ,03019
030-019,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ИВОЛГИНСКОМ РАЙОНЕ,03019
030-020,МВД ПО РЕСП. БУРЯТИЯ,03020
030-020,МП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КАБАНСКОМ РАЙОНЕ,03020
030-020,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КАБАНСКОМ РАЙОНЕ,03020
030-021,МВД ПО РЕСП. БУРЯТИЯ,03021
030-021,ТП В Г. БАБУШКИН ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КАБАНСКОМ РАЙОНЕ,03021
030-022,МВД ПО РЕСП. БУРЯТИЯ,03022
030-022,МП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ПГТ СЕЛЕНГИНСК,03022
030-022,ТП В ПГТ СЕЛЕНГИНСК ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КАБАНСКОМ РАЙОНЕ,03022
030-023,МВД ПО РЕСП. БУРЯТИЯ,03023
030-023,ТП В ПОС. КУДАРА ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КАБАНСКОМ РАЙОНЕ,03023
030-023,ТП В С. КУДАРА ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КАБАНСКОМ РАЙОНЕ,03023
030-024,МВД ПО РЕСП. БУРЯТИЯ,03024
030-024,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КИЖИНГИНСКОМ РАЙОНЕ,03024
030-025,МВД ПО РЕСП. БУРЯТИЯ,03025
030-025,МП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КУРУМКАНСКОМ РАЙОНЕ,03025
030-025,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КУРУМКАНСКОМ РАЙОНЕ,03025
030-026,МВД ПО РЕСП. БУРЯТИЯ,03026
030-026,МП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КЯХТИНСКОМ РАЙОНЕ,03026
030-026,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КЯХТИНСКОМ РАЙОНЕ,03026
030-027,МВД ПО РЕСП. БУРЯТИЯ,03027
030-027,ТП В ПОС. КУДАРА-СОМОН ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В КЯХТИНСКОМ РАЙОНЕ,03027
030-028,МВД ПО РЕСП. БУРЯТИЯ,03028
030-028,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В МУЙСКОМ РАЙОНЕ,03028
030-029,МВД ПО РЕСП. БУРЯТИЯ,03029
030-029,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ПОС. СЕВЕРОМУЙСК,03029
030-030,МВД ПО РЕСП. БУРЯТИЯ,03030
030-030,МП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В МУХОРШИБИРСКОМ РАЙОНЕ,03030
030-030,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В МУХОРШИБИРСКОМ РАЙОНЕ,03030
030-031,МВД ПО РЕСП. БУРЯТИЯ,03031
030-031,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ПОС.САГАН-НУР,03031
030-032,МВД ПО РЕСП. БУРЯТИЯ,03032
030-032,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ОКИНСКОМ РАЙОНЕ,03032
030-033,МВД ПО РЕСП. БУРЯТИЯ,03033
030-033,МП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В С. ТУРУНТАЕВО,03033
030-033,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ПРИБАЙКАЛЬСКОМ РАЙОНЕ,03033
030-033,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В С. ТУРУНТАЕВО,03033
030-034,МВД ПО РЕСП. БУРЯТИЯ,03034
030-034,ТП ПОС. ИЛЬИНКА ОУФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ПРИБАЙКАЛЬСКОМ РАЙОНЕ,03034
030-034,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ПОС. ИЛЬИНКА,03034
030-035,МВД ПО РЕСП. БУРЯТИЯ,03035
030-035,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В СЕВЕРОБАЙКАЛЬСКОМ РАЙОНЕ В ПГТ НИЖНЕАНГАРСК,03035
030-036,МВД ПО РЕСП. БУРЯТИЯ,03036
030-036,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ПОС. НОВЫЙ-УОЯН,03036
030-037,МВД ПО РЕСП. БУРЯТИЯ,03037
030-037,МП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В Г. СЕВЕРОБАЙКАЛЬСК,03037
030-037,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В Г. СЕВЕРОБАЙКАЛЬСК,03037
030-037,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В СЕВЕРОБАЙКАЛЬСКОМ РАЙОНЕ В Г. СЕВЕРОБАЙКАЛЬСК,03037
030-038,МВД ПО РЕСП. БУРЯТИЯ,03038
030-038,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В СЕЛЕНГИНСКОМ РАЙОНЕ,03038
030-039,МВД ПО РЕСП. БУРЯТИЯ,03039
030-039,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ТАРБАГАТАЙСКОМ РАЙОНЕ,03039
030-040,МВД ПО РЕСП. БУРЯТИЯ,03040
030-040,МП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ТУНКИНСКОМ РАЙОНЕ,03040
030-040,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ТУНКИНСКОМ РАЙОНЕ,03040
030-041,МВД ПО РЕСП. БУРЯТИЯ,03041
030-041,ТП УФМС РОССИИ ПО РЕСП. БУРЯТИЯ В ХОРИНСКОМ РАЙОНЕ,03041
031-001,МВД РЕСП. БУРЯТИЯ,03101
031-022,ОТДЕЛОМ ОФОРМЛЕНИЯ ВИЗ РАЗРЕШЕНИЙ ПРИГЛАШЕНИЙ И РЕГИСТРАЦИИ ИНОСТРАННЫХ ГРАЖДАН,03122
032-001,ОВД СОВЕТСКОГО РАЙОНА Г. УЛАН-УДЭ РЕСП. БУРЯТИЯ,03201
032-001,СОВЕТСКИМ ОВД Г. УЛАН-УДЭ,03201
032-002,ОВД ЖЕЛЕЗНОДОРОЖНОГО РАЙОНА Г. УЛАН-УДЭ РЕСП. БУРЯТИЯ,03202
032-003,ОВД ОКТЯБРЬСКОГО РАЙОНА Г. УЛАН-УДЭ РЕСП. БУРЯТИЯ,03203
032-003,ОТДЕЛЕНИЕМ ВНУТРЕННИХ ДЕЛ ОКТЯБРЬСКОГО РАЙОНА Г. УЛАН-УДЭ,03203
032-004,ОВД БАРГУЗИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03204
032-005,БАУНТОВСКИМ ОВД РЕСП. БУРЯТИЯ,03205
032-005,ОВД БАУНТОВСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03205
032-006,БИЧУРСКИМ РОВД РЕСП. БУРЯТИЯ,03206
032-006,ОВД БИЧУРСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03206
032-007,ОВД ДЖИДИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03207
032-008,ОВД ЕРАВНИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03208
032-009,ОВД ЗАИГРАЕВСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03209
032-010,ЗАКАМЕНСКИМ ОВД РЕСП. БУРЯТИЯ,03210
032-010,ОВД ЗАКАМЕНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03210
032-011,КАБАНСКИМ РОВД РЕСП. БУРЯТИЯ,03211
032-011,ОВД КАБАНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03211
032-012,ОВД КИЖИНГИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03212
032-013,ОВД КУРУМКАНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03213
032-014,ОВД КЯХТИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03214
032-015,МУЙСКИМ РОВД РЕСП. БУРЯТИЯ,03215
032-015,ОВД МУЙСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03215
032-016,МУХОРШИБИРСКИМ РОВД РЕСП. БУРЯТИЯ,03216
032-016,ОВД МУХОРШИБИРСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03216
032-017,ОВД ОКИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03217
032-018,ОВД ПРИБАЙКАЛЬСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03218
032-018,ПРИБАЙКАЛЬСКИМ РОВД РЕСП. БУРЯТИЯ,03218
032-019,ОВД СЕВЕРО-БАЙКАЛЬСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03219
032-019,ОВД СЕВЕРОБАЙКАЛЬСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03219
032-020,ОВД Г. СЕВЕРОБАЙКАЛЬСКА РЕСП. БУРЯТИЯ,03220
032-020,СЕВЕРОБАЙКАЛЬСКИМ ГОВД РЕСП. БУРЯТИЯ,03220
032-021,ОВД СЕЛЕНГИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03221
032-021,СЕЛЕНГИНСКИМ ГРОВД РЕСП. БУРЯТИЯ,03221
032-022,ОВД ТУНКИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03222
032-022,ТУНКИНСКИМ РОВД РЕСП. БУРЯТИЯ,03222
032-023,ОВД ИВОЛГИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03223
032-024,ОВД ТАРБАГАТАЙСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03224
032-024,ТАРБАГАТАЙСКИМ РОВД РЕСП. БУРЯТИЯ,03224
032-025,ОВД ХОРИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03225
032-025,ХОРИНСКИМ РОВД РЕСП. БУРЯТИЯ,03225
033-001,ЗАГОРСКИМ ОМ ОВД ЖЕЛЕЗНОДОРОЖНОГО РАЙОНА Г. УЛАН-УДЭ РЕСП. БУРЯТИЯ,03301
033-002,ЗАРЕЧНЫМ ОМ ОВД СОВЕТСКОГО РАЙОНА Г. УЛАН-УДЭ РЕСП. БУРЯТИЯ,03302
033-002,ЗАРЕЧНЫМ ОМ ОВД СОВЕТСКОГО РАЙОНА Г. УЛАН-УДЭ,03302
033-003,ОКТЯБРЬСКИМ ГОРОДСКИМ ОМ Г. УЛАН-УДЭ,03303
033-003,ОКТЯБРЬСКИМ ОМ ОВД ОКТЯБРЬСКОГО РАЙОНА Г. УЛАН-УДЭ РЕСП. БУРЯТИЯ,03303
033-005,УСТЬ-БАРГУЗИНСКИМ ОМ ОВД БАРГУЗИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03305
033-006,ДЖИДИНСКИМ ОМ ОВД ДЖИДИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03306
033-007,НОВОИЛЬИНСКИМ ОМ ОВД ЗАИГРАЕВСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03307
033-008,ОНОХОЙСКИМ ОМ ЗАИГРАЕВСКОГО ОВД РЕСП. БУРЯТИЯ,03308
033-008,ОНОХОЙСКИМ ОМ ЗАИГРАЕВСКОГО РОВД РЕСП. БУРЯТИЯ,03308
033-008,ОНОХОЙСКИМ ОМ ОВД ЗАИГРАЕВСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03308
033-009,БАБУШКИНСКИМ ОМ ОВД КАБАНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03309
033-010,БАЙКАЛО-КУДАРИНСКИМ ОМ ОВД КАБАНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03310
033-011,СЕЛЕНГИНСКИМ ОМ КАБАНСКОГО РОВД РЕСП. БУРЯТИЯ,03311
033-011,СЕЛЕНГИНСКИМ ОМ ОВД КАБАНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03311
033-011,СЕЛЕНГИНСКИМ ОМ,03311
033-012,КУДАРА-СОМОНСКИМ ОМ ОВД КЯХТИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03312
033-013,СЕВЕРО-МУЙСКИМ ОМ ОВД МУЙСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03313
033-014,ИЛЬИНСКИМ ОМ ОВД ПРИБАЙКАЛЬСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03314
033-014,ИЛЬИНСКИМ ОМ ПРИБАЙКАЛЬСКОГО РОВД РЕСП. БУРЯТИЯ,03314
033-015,НОВО-УОЯНСКИМ ОМ ОВД СЕВЕРОБАЙКАЛЬСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03315
033-015,НОВО-УОЯНСКИМ ОМ СЕВЕРОБАЙКАЛЬСКОГО РОВД РЕСП. БУРЯТИЯ,03315
033-016,СЕЛЕНДУМСКИМ ОМ СЕЛЕНГИНСКОГО ГРОВД РЕСП. БУРЯТИЯ,03316
033-017,САГАН-НУРСКИМ ОМ ОВД МУХОРШИБИРСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03317
033-017,САГАННУРСКИМ ОМ ОВД МУХОРШИБИРСКОГО РАЙОНА РЕСП. БУРЯТИЯ,03317
